"Age" "Resident" "Attitude.Reduce.Bill" "Attitude.Environment" "Bedroom" "Education" "V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121"
"3538" 3 2 1 2 4 4 52.373 51.943 44.35 58.995 50.66 60.172 50.091 54.558 41.725 48.477 51.569 62.814 42.994 40.458 44.103 51.625 48.56 70.972 62.889 54.84 62.97 35.633 52.862 53.437 33.671 29.018 39.157 59.994 27.821 65.336 48.964 33.644 47.946 72.009 57.664 62.264 45.724 80.864 50.738 48.915 42.901 47.543 41.679 50.516 46.274 42.302 42.048 39.332 31.288 35.516 37.247 34.988 32.634 33.627 34.184 36.434 36.468 36.641 37.385 36.749 34.626 35.737 37.148 36.817 35.935 33.802 33.411 35.938 32.514 41.204 38.903 33.057 35.584 38.211 36.406 32.681 30.93 37.982 33.715 35.794 36.327 33.207 36.138 34.56 30.217 33.447 38.65 37.712 32.459 35.673 36.295 34.405 39.984 32.079 33.424 32.57 34.29 31.952 37.687 31.063 33.793 34.68 34.245 38.983 35.133 37.049 33.668 34.659 36.824 36.281 37.488 37.259 40.869 33.851 33.452 32.331 34.334 38.828 37.971 35.332 34.772
"3556" 5 2 1 2 4 4 27.781 28.476 25.341 31.767 35.846 38.438 24.032 33.074 23.718 27.066 29.535 31.032 34.326 31.151 30.763 32.685 28.02 31.168 28.277 33.138 31.842 34.092 23.197 31.59 31.436 28.085 30.984 28.43 24.91 28.502 39.443 28.53 32.62 30.587 26.969 26.958 38.937 29.257 37.702 39.785 40.809 35.416 36.524 34.164 31.12 32.155 31.828 36.796 37.793 37.21 36.294 39.715 36.417 35.869 36.662 35.402 39.16 36.686 38.889 37.401 36.701 40.665 39.611 39.123 36.896 37.003 36.528 40.89 39.758 36.147 35.153 36.31 35.327 35.197 40.44 40.138 37.697 40.44 38.36 38.16 36.332 36.1 36.482 44.124 44.2 37.438 38.688 35.383 37.588 39.04 35.841 34.337 36.213 35.493 35.03 37.336 36.635 35.234 34.193 34.449 34.409 37.978 35.417 38.222 36.263 36.936 35.016 37.274 36.087 36.618 37.485 36.677 34.264 36.106 35.301 36.082 36.394 36.286 35.712 37.247 38.812
"3597" 3 3 1 1 5 3 47.771 44.701 50.281 50.226 67.329 56.379 71.105 63.148 54.69 47.042 38.027 60.52 62.439 59.365 64.2 46.236 55.185 55.016 67.049 53.671 55.933 38.812 56.698 56.823 61.905 47.375 37.812 46.15 47.982 47.405 39.736 40.101 40.378 51.227 73.296 50.49 57.166 46.601 44.672 74.422 64.007 55.882 55.224 46.795 61.684 57.22 59.243 59.797 60.87 55.024 62.754 60.981 56.582 64.142 62.658 66.379 60.289 64.842 64.568 51.961 55.352 51.974 60.18 64.234 53.449 55.487 59.499 50.526 55.305 57.21 52.594 52.909 54.987 55.757 54.59 49.938 55.587 52.543 53.996 53.547 51.739 56.637 51.241 61.184 52.38 49.928 57.665 60.494 59.425 53.967 56.603 50.734 54.695 60.06 57.648 48.228 53.305 56.249 54.779 62.146 53.054 54.856 50.314 50.925 52.949 50.829 52.173 48.104 54.18 54.386 49.028 58.848 49.769 48.361 56.638 65.143 54.446 53.083 51.462 59.013 57.499
"3609" 4 4 1 1 4 5 17.776 31.347 36.142 22.92 22.559 27.808 31.674 28.075 32.649 21.451 25.787 51.029 26.476 27.284 34.1 32.963 40.647 33.544 30.676 38.927 56.472 35.621 29.228 59.834 39.596 39.398 45.786 30.319 42.436 39.311 49.035 36.865 39.451 60.426 48.632 29.296 41.814 44.463 24.671 47.921 48.807 26.44 35.424 33.365 52.172 43.394 35.29 35.743 28.096 35.624 35.922 35.148 30.536 31.765 32.021 31.733 29.125 32.935 30.739 29.246 31.929 37.298 32.471 32.835 34.014 35.936 28.763 28.967 30.211 37.677 34.481 35.757 31.336 42.263 29.532 34.757 28.458 37.844 38.079 40.085 31.066 39.642 32.098 28.207 31.354 33.392 34.951 38.635 35.155 25.627 28.411 42.905 25.238 25.714 31.958 32.085 35.116 34.648 31.533 33.49 27.085 27.97 26.167 29.375 30.982 39.658 30.077 25.642 29.197 28.675 26.327 28.54 28.754 26.581 26.156 29.823 27.253 30.117 25.773 29.038 25.701
"3613" 4 5 1 1 5 5 35.829 35.888 36.109 36.485 33.677 51.322 34.506 26.45 34.267 30.376 28.446 37.393 50.389 42.176 43.312 42.293 29.612 39.77 25.322 53.828 40.49 27.59 41.631 35.122 36.216 34.09 37.842 38.806 27.738 28.882 28.625 35.853 34.587 44.027 61.466 41.458 53.315 52.715 70.118 69.862 67.273 48.513 50.513 37.88 31.115 40.355 29.046 38.361 32.525 27.258 41.245 32.689 32.329 34.186 29.891 37.695 41.31 37.064 35.778 34.484 31.139 32.939 32.403 30.212 37.332 34.247 35.928 30.869 32.61 28.731 41.223 35.885 39.098 41.326 34.093 35.958 36.078 32.257 36.229 33.883 31.874 32.378 40.394 32.532 33.527 38.633 32.453 37.069 37.865 36.374 34.751 32.842 44.763 40.293 36.054 53.923 33.402 36.375 34.91 36.833 37.296 42.732 35.293 30.502 34.525 33.232 34.727 33.724 55.47 34.803 34.112 30.765 39.036 39.241 35.457 32.477 35.482 29.969 26.671 29.4 35.848
"3649" 4 5 1 2 3 5 30.184 40.588 38.676 26.67 26.519 29.683 32.055 35.416 35.402 32.572 30.838 40.72 29.574 26.988 26.189 33.272 28.32 33.469 40.311 27.556 33.493 32.777 36.21 41.282 28.869 39.277 38.745 25.57 28.813 27.157 28.01 36.479 33.553 25.677 40.855 44.363 36.939 36.013 35.882 57.616 54.425 41.276 31.598 53.245 49.839 46.206 48.655 47.025 46.12 45.943 51.191 48.03 43.934 38.701 42.558 44.469 41.377 38 39.496 39.888 40.673 36.218 45.081 42.957 37.425 39.741 39.276 43.426 39.632 40.05 37.951 43.848 42.296 41.117 44.442 39.87 49.912 39.299 37.546 47.475 52.688 45.507 46.726 44.969 45.604 49.651 43.418 51.852 47.57 45.622 39.292 45.462 46.191 41.906 39.692 43.193 48.224 42.872 43.275 40.378 41.992 38.612 43.063 45.306 44.785 45.821 38.732 42.718 42.018 49.41 40.377 35.027 42.444 42.014 45.685 40.818 37.708 45.226 43.894 40.312 40.198
"3692" 6 2 1 1 3 2 16.451 15.775 1.942 8.322 3.474 2.013 2.044 8.076 3.098 11.822 14.981 4.487 5.019 20.242 6.173 7.465 9.452 5.347 3.241 3.638 4.829 3.31 3.469 3.176 3.009 3.192 4.315 15.233 2.141 1.602 14.651 10.775 16.529 5.698 10.857 16.345 2.849 6.9 9.302 13.741 6.176 6.328 5.544 7.286 4.766 8.003 2.336 2.331 2.285 2.33 3.736 13.343 18.456 5.428 11.153 12.147 25.562 16.015 13.553 15.589 7.522 2.556 2.433 5.082 10.134 2.439 3.9 2.392 2.34 2.298 3.444 4.876 2.337 2.273 10.142 8.047 6.074 2.332 2.345 2.509 2.438 2.461 2.739 2.332 2.495 2.798 3.906 4.089 12.728 2.404 2.389 2.469 2.491 2.558 2.365 3.895 2.373 2.448 2.423 2.441 2.355 2.326 2.347 2.363 2.499 2.498 2.462 2.41 2.482 2.454 2.387 2.433 2.495 2.48 2.413 2.51 2.484 2.463 2.42 2.55 15.367
"3805" 4 3 1 1 2 3 12.416 9.15 9.051 9.491 9.548 12.725 11.147 8.62 10.145 8.405 10.082 9.725 12.842 12.733 8.131 8.901 11.545 7.804 7.276 10.073 13.838 8.473 8.955 7.873 13.019 7.103 10.006 12.119 13.096 10.282 9.508 8.868 8.427 14.742 12.485 9.893 8.64 8.517 15.126 13.786 11.075 13.388 15.53 10.023 11.674 11.419 13.427 7.133 7.142 6.241 6.755 6.001 6.913 6.012 7.054 8.245 6.329 5.746 6.342 6.752 6.695 7.218 7.831 6.732 6.141 6.144 5.922 6.449 6.668 7.579 6.527 6.58 6.239 7.772 6.287 6.033 7.139 7.19 4.914 7.044 6.569 6.613 7.036 7.307 8.094 6.521 6.652 6.885 6.968 8.042 8.07 7.167 7.515 7.403 7.586 7.875 7.002 7.693 7.237 7.206 6.744 6.477 7.058 7.588 8.033 6.292 7.562 7.061 6.069 6.397 7.347 8.083 6.776 7.433 7.345 6.043 6.892 6.333 7.405 6.882 5.83
"3813" 3 3 1 2 4 5 17.172 20.493 22.881 15.794 20.244 23.454 16.667 21.656 14.975 15.344 20.731 16.134 22.799 25.647 14.786 32.394 21.852 26.629 17.563 24.374 25.054 24.546 17.977 26.339 17.949 31.43 23.382 29.158 21.574 18.122 26.968 22.368 21.878 30.021 17.758 18.294 25.157 54.313 46.921 31.774 41.428 37.258 21.679 18.425 39.481 27.921 26.138 23.464 17.998 17.489 18.204 16.038 16.262 15.765 19.584 17.536 15.893 15.558 14.899 16.287 15.389 17.953 15.442 15.868 15.5 15.99 16.237 16.136 15.174 15.281 15.899 16.347 15.033 15.037 18.704 16.323 15.571 16.31 17.123 15.885 15.462 15.879 19.653 15.574 15.152 16.373 16.127 16.312 18.024 16.575 15.846 16.22 14.751 17.326 16.547 15.721 15.453 15.848 14.921 17.445 15.839 17.342 17.307 18.389 13.443 19.162 17.345 15.136 17.586 14.691 14.945 15.101 14.365 18.43 16.518 19.135 13.266 19.563 15.366 13.787 15.796
"3821" 6 3 3 3 3 3 12.032 25.983 19.662 23.921 25.474 23.302 23.151 15.321 19.962 16.454 24.701 28.439 19.828 24.2 19.507 21.132 21.02 23.963 30.335 26.793 21.038 20.202 23.105 21.08 25.49 29.79 25.437 21.887 14.056 26.563 21.69 26.632 31.662 24.086 23.404 19.811 28.844 36.016 39.149 38.935 62.241 29.734 30.415 36.928 36.672 26.305 23.145 26.656 19.225 24.129 25.295 21.34 22.491 21.68 21.879 23.916 25.959 28.395 29.856 26.085 29.036 28.604 32.705 33.488 28.414 26.625 25.495 21.262 21.44 26.186 20.315 23.219 22.226 26.96 20.551 27.834 26.396 22.544 18.263 20.315 19.043 19.519 21.967 23.691 21.779 26.113 18.399 20.387 22.673 21.579 37.709 32.595 18.096 20.59 16.532 19.753 20.185 23.166 20.52 15.044 20.226 15.351 19.132 19.01 26.268 38.887 19.077 18.824 19.169 19.881 22.273 28.381 36.672 19.531 15.766 19.917 18.946 16.088 23.321 13.649 13.409
"3836" 4 5 1 1 5 2 46.408 41.239 51.152 36.902 45.122 43.75 41.747 42.201 35.412 51.076 45.924 57.25 47.146 52.767 58.352 68.689 78.104 65.741 77.958 69.802 78.393 71.572 71.581 67.944 62.306 45.668 53.827 47.817 41.944 53.219 43.977 36.395 55.371 73.06 77.088 69.494 79.309 73.538 80.519 78.576 88.047 66.429 53.721 59.041 62.733 47.485 54.027 40.15 34.153 33.368 39.77 34.441 31.997 32.121 39.356 37.973 38.938 41.383 39.1 36.344 32.047 36 30.092 28.856 29.676 31.88 30.703 34.868 29.933 30.901 31.529 27.792 33.029 29.459 30.052 33.416 28.756 30.035 33.41 30.222 30.12 36.153 35.935 34.077 27.251 27.519 27.564 28.811 30.986 30.55 29.312 26.793 27.575 25.852 26.082 27.809 27.766 29.651 27.153 30.825 34.489 33.306 25.993 24.85 28.718 27.061 29.121 26.466 32.86 28.101 36.147 33.433 26.557 29.165 31.035 28.151 34.646 28.316 28.815 25.853 34.918
"3898" 5 2 1 1 4 2 32.8 36.95 27.704 27.294 35.766 42.532 38.703 32.28 31.182 31.647 35.419 28.601 41.647 31.912 30.431 31.329 32.556 30.913 32.178 33.08 33.695 30.935 32.976 29.812 38.896 32.893 40.541 33.08 32.088 35.902 29.034 33.187 29.714 38.393 37.62 36.497 29.411 33.077 39.991 51.433 48.761 42.368 31.704 34.955 31.292 31.749 37.639 20.249 21.44 21.569 20.324 19.354 19.836 20.563 19.739 19.484 20.769 20.548 17.912 20.164 19.819 17.56 18.603 17.432 20.203 19.814 19.354 19.478 22.446 17.665 18.971 18.492 21.252 22.353 19.873 18.599 21.192 24.025 18.617 20.085 20.221 20.502 17.62 20.522 20.687 20.273 20.42 17.261 17.886 18.834 21.249 21.146 20.249 20.069 19.789 18.922 18.987 19.705 19.781 23.195 19.792 21.371 19.262 18.451 24.383 19.822 21.457 20.614 17.578 17.736 20.458 18.03 18.321 19.045 18.783 21.261 19.342 17.793 18.961 17.001 20.885
"3901" 5 2 1 1 3 1 12.78 18.282 20.596 21.392 17.563 23.725 13.827 15.539 11.485 13.588 19.759 23.268 21.827 17.712 14.521 15.095 16.466 22.642 16.029 18.259 14.842 12.261 16.599 19.797 18.17 12.053 14.274 13.156 11.863 12.104 15.15 16.349 9.943 15.446 12.838 14.549 22.395 18.121 26.652 19.914 11.067 9.013 6.818 16.542 18.947 25.555 35.073 12.013 28.878 12.651 14.782 14.119 19.462 12.258 11.864 12.827 10.83 11.818 11.33 16.242 10.802 14.123 14.982 17.451 11.05 11.443 18 11.536 11.711 13.289 10.535 10.944 10.141 14.232 14.225 12.262 12.856 10.44 12.552 10.257 11.585 13.391 15.507 11.597 15.68 15.813 10.469 13.918 11.066 10.716 12.462 12.166 11.546 13.187 15.499 12.84 13.696 12.395 11.841 11.275 12.408 10.896 11.594 10.232 11.778 10.11 10.231 12.362 11.306 11.07 12.481 11.474 11.312 12.484 10.269 12.156 11.324 11.555 12.484 10.727 11.436
"3980" 3 2 1 1 2 5 24.239 25.349 35.75 23.019 30.415 37.679 33.819 44.324 27.136 32.039 30.066 32.4 30.734 32.857 35.569 30.755 32.713 21.707 29.922 35.197 38.599 25.6 30.13 38.143 38.464 41.15 28.412 39.43 39.362 34.194 24.898 39.613 32.418 40.921 33.056 32.535 39.853 37.809 48.217 27.444 33.749 33.863 26.762 35.403 34.614 29.15 30.078 21.988 26.573 26.24 22.194 23.795 33.308 24.45 22.564 26.369 33.126 24.943 27.31 29.116 23.766 24.498 27.515 25.539 24.089 26.151 25.874 23.144 27.792 25.557 25.781 29.646 30.588 26.398 21.576 22.886 25.327 25.227 25.514 27.992 26.103 23.946 27.218 24.188 24.031 25.822 23.875 26.919 22.435 27.9 26.75 25.908 27.351 34.411 25.027 24.227 23.99 27.723 24.338 25.767 26.414 26.457 24.277 28.275 25.181 25.672 24.441 28.042 26.593 22.256 26.026 28.083 30.185 26.938 23.764 24.824 23.299 30.523 22.319 24.082 33.61
"3982" 4 3 1 1 4 3 19.011 18.766 21.482 19.006 22.601 25.732 28.486 15.909 18.715 29.445 16.163 15.102 30.066 31.644 27.095 13.354 23.789 17.15 38.989 59.837 19.79 22.72 23.169 14.551 27.089 16.264 28.428 44.909 18.05 17.884 34.497 20.924 22.354 16.766 29.769 27.932 25.671 25.37 36.796 35.246 50.834 57.522 45.58 55.192 37.1 29.277 17.342 29.304 31.404 32 30.269 36.291 37.673 30.258 27.574 42.738 38.183 35.333 29.522 33.561 36.245 36.309 32.63 42.046 33.684 38.035 39.032 33.496 27.625 26.402 44.124 31.755 40.542 32.74 29.37 27.805 31.68 35.71 31.3 41.865 41.568 40.991 36.677 35.081 38.801 31.251 27.988 31.563 31.06 30.269 26.491 34.185 33.497 35.449 34.89 31.576 30.037 27.981 35.722 27.936 28.153 28.714 38.681 38.503 28.829 29.08 28.729 31.366 33.274 33.151 28.428 37.487 33.957 33.108 40.939 27.069 25.596 28.536 40.212 34.72 39.465
"4004" 4 2 1 1 4 5 31.127 29.827 29.061 33.364 29.549 32.431 38.761 22.039 24.51 29.142 24.974 25.483 39.999 40.349 27.199 32.404 31.308 39.943 34.674 36.059 35.67 33.777 30.589 34.638 30.056 25.933 28.401 33.502 26.917 33.229 31.444 30.447 30.435 30.856 37.048 32.226 37.48 37.343 37.739 48.956 69.136 39.59 41.613 34.453 33.854 38.48 40.321 25.191 25.508 22.852 23.923 25.353 25.229 26.443 23.038 27.787 27.651 28.501 28.292 30.526 30.799 29.724 20.775 27.945 29.058 31.417 28.944 28.316 26.547 27.334 24.563 24.939 28.321 23.156 25.719 23.869 23.8 24.519 26.941 26.821 26.391 28.315 25.662 19.145 24.933 24.983 27.129 29.119 27.044 28.555 25.182 26.039 23.786 26.267 25.761 25.414 24.078 26.14 26.318 27.705 31.5 31.353 26.168 26.385 25.53 28.231 28.44 28.099 27.631 28.35 25.247 23.67 19.402 29.095 27.241 27.674 27.764 26.028 27.125 27.81 26.997
"4007" 4 4 1 1 4 3 24.078 22.441 19.962 21.399 24.282 29.283 44.642 28.111 20.973 25.692 20.164 29.359 33.975 50.93 34.896 24.423 29.847 30.68 44.505 37.691 37.045 23.828 26.98 21.289 19.606 35.718 32.44 35.971 28.185 29.527 24.074 31.139 23.692 26.728 37.409 30.783 39.904 54.47 38.389 46.766 44.607 55.477 48.481 35.494 36.317 30.625 30.016 30.76 33.115 35.896 32.043 29.781 33.547 28.981 28.035 33.556 35.204 34.3 35.119 30.668 27.843 27.361 34.089 27.883 27.249 28.36 26.276 25.887 29.481 35.812 32.507 31.162 28.896 28.707 26.688 26.872 30.722 32.602 27.496 29.108 26.034 27.443 27.963 33.209 28.339 26.514 25.255 26.634 24.077 26.854 29.063 31.471 27.338 27.168 27.49 29.637 26.714 31.009 28.589 27.764 26.789 29.77 27.514 28.985 35.345 28.221 28.876 30.733 29.946 30.64 31.405 31.143 29.643 30.883 30.225 30.398 33.249 31.681 33.887 30.392 29.499
"4033" 3 5 3 1 5 3 57.682 52.852 49.389 50.367 49.695 66.12 57.142 64.103 43.538 49.599 52.798 48.735 54.31 60.638 63.396 67.883 71.85 78.572 54.949 50.75 59.954 72.829 66.354 49.994 54.348 46.655 50.502 69.287 40.795 54.729 47.888 40.965 65.699 67.58 70.855 61.765 72.093 86.701 66.247 93.107 81.554 73.951 62.155 71.123 60.202 69.093 58.696 38.124 42.075 44.157 39.459 43.778 41.225 43.454 40.977 41.993 42.239 45.359 39.388 39.259 35.258 39.566 34.648 42.129 43.035 40.243 44.103 39.477 38.89 35.205 39.861 37.565 35.75 38.077 41.861 36.4 32.218 42.525 41.331 38.994 38.7 42.3 34.134 41.082 42.608 40.876 38.396 37.794 40.722 38.761 43.157 36.496 35.956 42.768 37.52 41.733 38.306 40.349 42.626 36.847 34.898 40.58 41.612 39.999 41.91 37.197 38.891 42.591 37.148 37.839 37.255 38.846 43.409 39.067 39.208 37.881 39.28 37.916 32.41 39.025 36.38
"4100" 4 3 1 1 4 4 28.233 32.9 34.374 41.758 48.955 54.501 42.111 37.229 45.836 46.777 47.806 23.128 24.52 53.227 43.024 52.51 40.483 54.607 48.583 44.379 39.473 41.944 44.757 41.173 19.293 15.437 23.808 29.13 14.636 34.341 52.178 47.627 58.715 48.558 33.892 45.31 48.679 58.697 61.803 110.958 88.76 98.969 68.993 52.341 38.925 72.573 34.454 26.432 30.101 34.709 20.474 28.89 29.857 33.088 31.785 39.537 31.141 22.706 25.585 30.313 21.985 27.254 25.743 22.323 28.673 23.777 24.772 29.392 26.698 21.113 24.128 22.968 32.124 25.695 19.746 20.395 16.705 20.573 16.184 23.368 25.995 20.86 26.125 20.576 24.016 19.215 19.273 20.805 19.084 25.109 24.576 26.287 20.469 23.094 18.444 24.388 21.107 23.471 17.095 26.301 19.126 28.508 25.396 27.701 15.77 17.725 22.041 21.909 16.664 21.466 22.548 19.999 15.803 25.986 18.791 22.933 21.2 25.231 22.4 19.382 17.212
"4142" 3 2 1 1 3 5 15.27 11.84 13.17 8.563 16.363 60.112 54.387 30.109 25.021 42.468 60.975 58.506 74.469 72.156 68.536 60.302 58.422 63.145 62.763 70.536 68.477 61.614 65.17 54.918 60.374 50.939 75.584 68.395 70.305 57.208 70.392 59.91 61.377 68.49 74.835 87.803 58.35 71.46 67.839 81.424 82.03 67.986 64.808 57.947 57.888 28.199 22.323 16.474 54.486 43.952 15.65 48.06 23.785 37.435 33.586 26.621 43.248 23.721 13.627 22.127 14.178 18.118 13.899 12.676 13.63 23.611 18.387 20.866 23.086 29.17 42.227 15.725 16.52 18.998 18.379 27.207 18.512 38.878 17.792 15.281 18.735 16.842 22.231 14.076 13.567 17.715 21.936 16.268 21.717 49.422 50.284 41.819 15.75 18.754 14.523 27.506 58.054 54.503 39.24 14.788 14.364 15.003 18.25 20.401 18.048 20.271 15.25 19.58 20.737 15.151 21.179 19.135 21.727 18.957 50.572 38.662 45.024 15.834 18.908 13.963 16.443
"4152" 5 2 1 1 2 5 22.12 25.097 13.551 23.146 24.164 27.29 18.92 20.242 23.533 21.83 14.392 21.357 27.462 17.382 26.686 23.232 18.991 29.767 30 27.022 22.386 29.561 26.643 21.385 31.846 24.67 27.118 16.99 22.745 27.174 18.369 14.633 30.254 36.236 25.494 19.636 26.684 19.818 31.25 33.609 22.022 15.469 18.207 24.945 15.364 30.719 18.904 19.298 17.025 24.78 20.308 21.504 20.123 18.954 26.804 17.035 23.077 20.755 19.45 20.366 18.913 22.706 16.71 17.318 18.839 22.223 19.629 19.84 19.706 15.5 17.859 20.067 18.709 19.604 19.057 22.816 17.603 16.582 18.264 18.951 18.328 19.028 18.014 16.664 18.381 18.23 18.746 20.252 18.648 18.512 17.393 20.681 18.758 18.182 21.339 21.334 18.881 16.394 15.883 18.652 18.46 18.128 22.776 20.635 16.189 15.72 19.224 20.816 19.288 24.777 18.09 16.183 18.021 19.84 20.97 17.136 25.886 21.162 16.253 16.908 17.079
"4185" 3 2 1 2 4 5 28.646 30.646 31.597 26.245 30.38 51.097 30.418 26.744 29.734 27.264 27.778 31.012 44.977 32.739 39.475 42.949 46.181 40.976 48.957 51.15 27.043 32.273 38.386 38.046 33.877 44.123 34.35 48.449 29.378 27.945 28.962 32.407 39.275 42.136 30.134 26.239 33.685 36.184 45.528 44.752 33.139 74.63 40.488 37.995 28.808 48.532 45.528 38.337 46.44 36.155 36.995 37.43 39.329 37.926 34.758 36.702 29.952 38.497 39.24 37.162 36.323 41.222 37.709 33.263 42.367 39.757 37.945 34.775 36.187 32.717 29.022 36.292 37.583 35.687 33.141 34.814 34.917 30.147 37.467 35.737 35.462 35.841 32.2 29.586 29.491 38.556 40.482 36.743 39.258 35.922 34.99 30.254 39.686 35.443 32.893 38.393 30.088 30.77 37.124 36.142 38.171 38.205 36.741 34.198 35.083 28.725 37.707 37.39 35.49 33.985 37.305 33.747 32.418 41.662 37.196 34.602 37.214 33.731 37.218 30.873 38.308
